NMU;PIB_I;PIBpC_I;VAADESS_I;VAADESS_R_I;VAAGRO_I;VAAGRO_R_I;VABT_I;VAIND_I;VAIND_R_I;VASERV_I;VASERV_R_I;PIB_V;PIBpC_V;VAADESS_V;VAADESS_R_V;VAAGRO_V;VAAGRO_R_V;VABT_V;VAIND_V;VAIND_R_V;VASERV_V;VASERV_R_V;PIB_M;PIBpC_M;VAADESS_M;VAADESS_R_M;VAAGRO_M;VAAGRO_R_M;VABT_M;VAIND_M;VAIND_R_M;VASERV_M;VASERV_R_M;ANOSESTUDOS;IDHME;IDEB_EF1M;IDEB_EF2M;IDEB_EMM;IDEB_FF1M;IDEB_FF2M;IDEB_FMM;IDEB_MF1M;IDEB_MF2M;IDEB_MMM;IDEB_PF1M;IDEB_PF2M;IDEB_PMM;INREND_EF1M;INREND_EF2M;INREND_EMM;INREND_FF1M;INREND_FF2M;INREND_FMM;INREND_MF1M;INREND_MF2M;INREND_MMM;INREND_PF1M;INREND_PF2M;INREND_PMM;NSLP_EF1M;NSLP_EF2M;NSLP_EMM;NSLP_FF1M;NSLP_FF2M;NSLP_FMM;NSLP_MF1M;NSLP_MF2M;NSLP_MMM;NSLP_PF1M;NSLP_PF2M;NSLP_PMM;NSMAT_EF1M;NSMAT_EF2M;NSMAT_EMM;NSMAT_FF1M;NSMAT_FF2M;NSMAT_FMM;NSMAT_MF1M;NSMAT_MF2M;NSMAT_MMM;NSMAT_PF1M;NSMAT_PF2M;NSMAT_PMM;TXAPRO_EF1M;TXAPRO_EF2M;TXAPRO_EMM;TXAPRO_FF1M;TXAPRO_FF2M;TXAPRO_FMM;TXAPRO_MF1M;TXAPRO_MF2M;TXAPRO_MMM;TXAPRO_PF1M;TXAPRO_PF2M;TXAPRO_PMM;RM_I;RM_V;V_RAECP;V_RAP;V_RCC;V_RCO;V_REM;V_RIT;V_RSE;V_RSIUP;M_RAECP;M_RAP;M_RCC;M_RCO;M_REM;M_RIT;M_RM;M_RSE;M_RSIUP;CENSO22;CENSO_V;EXPOR;IDMECO;IDMINFRA;IDMSUS;IDMSEG;IDMTRAB;REGIOES;IDEB_PFUND;NM_PF1;NM_PF2;NM_PM;NM_PFUND;NM_EF1;NM_EF2;NM_EM;NM_EFUND;NM_MF1;NM_MF2;NM_MM;NM_MFUND;NM_FF1;NM_FF2;NM_FM;NM_FFUND;IDEB_MFUND;IDEB_EFUND;IDEB_FFUND
Guapó;11536272;823902;32073042;2,97327E+16;13371874;1,23961E+16;107871404;23895283;2,21516E+15;38531206;3,57196E+15;22,61930215;2,22929062;2,227984673;0,100276287;2,522568415;0,1135348;2,221845995;1,315040086;0,591868243;2,674732761;12,03833554;150828162;1266482,455;42739729,18;1,53057E+16;21185557,55;7,5667E+15;156110355,6;24167818,82;9,05091E+15;61446133,55;2,7938E+16;9,44;0,58;6,2;4,983333333;4,566666667;;;;5,65;;;5,683333333;4,983333333;4,566666667;0,988845598;0,943209323;0,98044032;;;;0,982812663;;;0,983896832;0,943209323;0,98044032;211,0775;258,756;276,0833333;;;;203,55;;;204,272;258,756;276,0833333;227,895;257,894;272,56;;;;213,02;;;214,4;257,894;272,56;98,52;94,31666667;97,8;;;;98,23333333;;;98,33333333;94,31666667;97,8;961,78;1,999563;2,162942984;0,803725513;1,119617989;2,09912154;4,444354623;1,5049162;2,172024091;1,206117783;1245,596364;1380,358182;1228,187273;1117,514545;2545,923636;1139,361818;1443,207273;1696,395455;4271,297273;19545;1,398468804;;1,953125;1,06833713;1,085536547;1,059815951;1,54245283;CENTRO GOIANO;5,333333333;209,336;258,325;274,3216667;233,8305;219,48625;258,325;274,3216667;238,905625;208,285;;;;;;;;;5,591666667;
São Domingos;106581374;94857;25244193;2,43908E+16;19511232;1,88517E+15;103498689;38590033;3,72855E+15;20153231;1,9472E+16;2,461084748;21,10414624;2,237331136;0,090596818;2,496731421;10,11007794;2,469547155;2,897969458;11,73482131;1,913749264;0,774939349;149611135,7;842597,8182;41805180,18;1,21488E+16;26869956,45;1,37553E+16;144266242,4;36459546,55;2,32022E+16;28788843,64;1,6571E+16;8,87;0,445;5,58;5;4,166666667;;;;5,25;4;;5,3;4,8;4,166666667;0,982063828;0,943573333;0,943302993;;;;0,935380588;0,916209984;;0,952167838;0,93641134;0,943302993;203,3;258,718;260,64;;;;201,5366667;235,46;;199,8575;254,224;260,64;221,26;257,604;269,9333333;;;;213,9066667;232,3566667;;214,97;252,718;269,9333333;97,51666667;94,3;94,3;;;;93,68;91,26;;94,96666667;93,55;94,3;947,38;2,685754;2,295281876;3,545532096;7,930723095;1,720205034;1,35175437;2,137319871;2,616141687;1,422202593;1435,009091;1750,935455;1787,85;977,8736364;1215,681111;824,7971429;1650,770909;2244,593636;4215,901818;9711;0,861515259;0,464642857;2,65060241;0,829787234;1,018950437;1,192098093;0,964467005;LESTE GOIANO;5,05;207,41375;253,471;265,2866667;230,442375;212,28;258,161;265,2866667;235,2205;207,7216667;233,9083333;;220,815;;;;;4,625;5,29;
Nova Veneza;78462294;965215;18270358;2,53708E+15;9080869;1,261E+16;72013285;22564502;3,13338E+16;22097555;3,06854E+14;2,154124821;1,747941132;2,512762311;11,70491124;1,852411812;0,862887657;2,146758963;1,872378526;0,872188522;2,245284648;104,5895085;142644963,2;1411883,091;28613139,64;1,87673E+16;12191773,91;8,08132E+15;129844589,5;41943396,09;1,67408E+16;43470693,36;1,35568E+16;9,86;0,66;4,8;5;4,333333333;;;;5,566666667;;;5,533333333;5;4,333333333;0,92299998;0,990179658;0,99289467;;;;0,99218917;;;0,991663338;0,990179658;0,99289467;192,25;250,628;259,8366667;;;;200,47;;;200,236;250,628;259,8366667;198,36;250,55;268,0833333;;;;211,792;;;210,91;250,55;268,0833333;92,3;99,01666667;99,23333333;;;;99,2;;;99,16666667;99,01666667;99,23333333;1059,7;1,792451;2,760893287;2,244941391;2,605699478;1,019755991;1,429627772;2,036628329;1,485287641;2,568884804;1184,222727;1459,683636;2556,043636;1192,306364;1828,36;1315,667273;1532,158182;1286,713636;9540,614286;9481;1,16631812;;1,773049645;0,888888889;0,958887545;1,062893082;1,105263158;CENTRO GOIANO;5,266666667;205,573;250,589;263,96;228,081;195,305;250,589;263,96;222,947;206,131;;;;;;;;;4,9;
Goianápolis;85191701;79760;25586241;3,27397E+16;12073742;1,54493E+16;78150498;10102299;1,29267E+15;30388216;3,88842E+16;2,864540467;27,25960381;2,167693801;0,760533885;3,451023883;1,210789366;2,850226457;0,439539356;1,542120821;0,267252049;0,093765198;139838597,7;1272669,818;24209140,09;1,94502E+16;24903088,64;1,45431E+16;124524118;17692102,82;8,7074E+15;52505021,36;2,00479E+16;9,24;0,62;;5,166666667;4,266666667;;;;5,6;;;5,6;5,166666667;4,266666667;;0,954562663;0,912557;;;;0,962924008;;;0,962924008;0,954562663;0,912557;;259,606;268,46;;;;201,682;;;201,682;259,606;268,46;;262,998;280,25;;;;217,394;;;217,394;262,998;280,25;;95,46666667;91,03333333;;;;96,26666667;;;96,26666667;95,46666667;91,03333333;1003,75;1,964403;1,98764002;2,651097336;1,305979009;2,007628102;1,700709427;2,284500663;1,397264937;1,960771801;1270,259091;1873,44;1027,199;1212,574545;2048,122727;1242,804545;1521,072727;1686,399091;4731,871429;13967;1,305937354;;2,137614679;1,112727273;1,081005587;1,026124819;1,647826087;CENTRO GOIANO;5,383333333;209,538;261,302;274,355;235,42;;261,302;274,355;;209,538;;;;;;;;;;
Iaciara;82993647;667259;28661173;3,66918E+16;18529429;2,37212E+16;78113279;3921874;5,02075E+15;27000802;3,45662E+16;2,383085792;2,104872321;2,23907413;0,0950518;2,436397527;0,010342845;2,355635692;3,061867362;1,299805133;2,321361603;0,098545017;137784298,9;1025215,091;46747241,55;1,85666E+16;29588253,82;7,65962E+15;96844315;7148814,455;1,75212E+16;38886013,73;9,11741E+15;9,7;0,527;;4,733333333;4,066666667;;;;4,85;;;4,85;4,733333333;4,066666667;0,333;0,963144322;0,98996067;;;;0,9594795;0,97956997;;0,95866083;0,959120838;0,98996067;;242,932;253,3666667;;;;184,168;;;184,168;242,932;253,3666667;;250,094;256,36;;;;195,666;;;195,666;250,094;256,36;33,3;96,33333333;98,96666667;;;;95,78333333;97,7;;95,7;95,9;98,96666667;961,05;2,425087;2,275489307;2,963351364;1,651691332;1,974732027;1,419607843;1,430939298;1,925389942;3,157006374;1517,943636;1958,481818;1072,69;1158,25;617;1288,046364;1624,601818;1562,582727;9194,182857;10584;0,851693892;;2,078947368;0,781094527;1,063621533;1,226386807;1,089068826;LESTE GOIANO;4,791666667;189,917;246,513;254,8633333;218,215;;246,513;254,8633333;;189,917;;;;;;;;;;
Nazário;91495299;1161993;19034306;2,26694E+16;13089617;1,55894E+15;83964699;24680373;2,93937E+15;27160403;3,23474E+15;2,701609478;0,229724275;2,117390201;0,080138274;2,402692684;0,909363067;2,642170956;3,307557426;12,51833239;2,520726846;9,540362409;136016481;1278184,455;28235574,36;1,79521E+16;17215021,73;1,13931E+16;120123819,2;34812517,91;1,25607E+16;48374359;1,73277E+16;10,63;0,631;6;4,333333333;4,1;;;;5,8;;;5,816666667;4,333333333;4,1;0,988342796;0,891242158;0,958692333;;;;0,984331333;;;0,98536134;0,891242158;0,958692333;215,0833333;243,012;261,6133333;;;;208,424;;;208,398;243,012;261,6133333;228,4766667;247,274;261,5466667;;;;218,164;;;218,804;247,274;261,5466667;98,88;89,26666667;96,2;;;;98,41666667;;;98,53333333;89,26666667;96,2;1034,63;2,262181;2,294602043;2,112246949;2,324160448;1,674491741;;2,393553258;1,882765057;0,653935606;1871,706364;1532,676364;1158,698182;1076,963636;;1766,060909;1611,885455;1155,542727;3158,993333;8189;1,04000508;4,507262264;2;0,762032086;1,01656051;1,003567182;1,64640884;CENTRO GOIANO;5,075;213,601;245,143;261,58;229,372;221,78;245,143;261,58;233,4615;213,294;;;;;;;;;5,166666667;
Corumbá de Goiás;68041457;657787;22865113;3,54517E+15;15103237;2,34172E+15;64496443;3639327;5,64268E+15;22888766;3,54884E+16;3,488922731;3,231211623;2,238517737;6,333946124;7,055160824;1,996276725;3,534159737;3,602817774;1,019426976;2,494200561;0,705740755;129821398,3;1295839,727;39123450,91;1,24071E+16;41092343,09;1,80681E+16;94555479,18;6599180,455;1,29041E+16;36954476,82;2,16365E+16;9,33;0,571;;4,783333333;4,566666667;;;;5,866666667;;;5,866666667;4,783333333;4,566666667;;0,913665018;0,953555667;;;;0,958989342;;;0,958989342;0,913665018;0,953555667;;256,42;276,6066667;;;;212,53;;;212,53;256,42;276,6066667;;257,738;283,03;;;;226,724;;;226,724;257,738;283,03;;91,38333333;95,1;;;;95,85;;;95,85;91,38333333;95,1;799,67;2,0906;2,196014719;3,143997705;0,988431373;1,662963062;1,656734311;0,474285714;2,232928824;2,577382465;1232,352727;1742,367273;1097,706;1025,247273;1299,624545;1229,139091;1404,553636;1481,821818;2212,307143;10562;1,019399672;;2,1875;1,167785235;1,25177305;1,053571429;1,44;LESTE GOIANO;5,325;219,627;257,079;279,8183333;238,353;;257,079;279,8183333;;219,627;;;;;;;;;;
Mara Rosa;103271408;968866;25548489;2,72367E+15;2863849;3,05309E+16;93801678;7544036;8,04254E+15;32070663;3,41899E+16;2,481869599;2,825402068;1,827862892;0,717658006;29,06360426;1,141099169;2,546983211;2,636458389;1,035129866;2,777892462;1,090659903;128775622,2;1462587,545;38659391,36;1,2381E+16;43180988,73;1,0178E+16;146684881,7;10850511,09;7,58472E+15;50644051,36;2,50162E+16;11,57;0,579;6,183333333;5,016666667;4,7;;;;5,783333333;3,5;;5,916666667;4,95;4,7;0,981691498;0,935353338;0,975787003;;;;0,980227827;0,98153299;;0,980377833;0,93608684;0,975787003;211,758;253,65;276,3566667;;;;206,168;195,74;;208,202;251,962;276,3566667;233,788;262,006;282,6;;;;219,386;224,02;;224,646;260,438;282,6;98,01666667;93,61666667;97,5;;;;98,1;97,85;;98,06666667;93,68333333;97,5;942,14;2,122869;2,10044953;2,461103949;2,774475524;1,7879959;8,604851942;1,332729792;1,978486318;1,844644279;1308,128182;1644,68;1205,712727;1047,892727;3002,88;1342,239091;1478,730909;1827,920909;7628,46;10700;1,004789182;1;1,335483871;1,085642317;1,147982063;0,995203837;1,51758794;NORTE GOIANO;5,433333333;216,424;256,2;279,4783333;236,312;222,773;257,828;279,4783333;240,3005;212,777;209,88;;211,3285;;;;;4,641666667;5,6;
Petrolina de Goiás;97554817;948515;24596656;2,79283E+16;18474121;2,09764E+16;88070848;15390736;1,74754E+15;29609334;3,36199E+15;1,657852262;1,661731233;1,960283829;1,137785717;0,249358495;1,447323746;1,722893687;0,057507191;3,337825879;1,641465863;0,009527378;127918873,2;1110212,273;37566647;1,81256E+16;24459759,36;1,97303E+16;107707108;8489934;1,06502E+16;41837339,73;1,79909E+16;10;0,643;;4,44;4,05;;;;6,083333333;;;6,083333333;4,44;4,05;;0,91954434;0,92810134;;;;0,984018493;;;0,984018493;0,91954434;0,92810134;;247,045;258,87;;;;209,68;;;209,68;247,045;258,87;;247,375;266,045;;;;229,224;;;229,224;247,375;266,045;;91,93333333;92,73333333;;;;98,36666667;;;98,36666667;91,93333333;92,73333333;1057,24;1,568509;1,798641173;2,427020522;0,360503929;2,098446911;;1,905828301;1,811679038;1,002302641;986,8845455;1333,307273;1445,607;1006,440909;;983,0718182;1313,583636;1846,984545;4213,132;9573;0,930954002;;1,822222222;0,978947368;1,104022191;0,961832061;1,046728972;CENTRO GOIANO;5,261666667;219,452;247,21;262,4575;233,331;;247,21;262,4575;;219,452;;;;;;;;;;
Alto Paraíso de Goiás;63704679;928098;16636965;2,76765E+14;13061013;2,17277E+16;60112283;3839979;6,38801E+15;26574326;4,42078E+15;3,594389856;3,209144939;0,232846736;6,588783218;5,435183779;0,153797508;3,533986906;3,467397869;0,981157531;3,363910302;0,951874014;126776257,1;1595722,273;24852872,91;1,49951E+16;36107198,91;1,49345E+16;126450535,7;7831460,182;6,03161E+15;51263946,73;2,5872E+16;9,56;0,611;;4,25;3,8;;;;4,716666667;;;4,716666667;4,233333333;3,8;;0,926475503;0,940541647;;;;0,859851003;0,86942703;;0,859851003;0,926367005;0,940541647;;230,042;254,11;;;;196,238;;;196,238;230,042;254,11;;234,516;252,9033333;;;;207,13;;;207,13;234,516;252,9033333;;92,78333333;94,16666667;;;;86,03333333;86,7;;86,03333333;92,68333333;94,16666667;807,53;2,183585;2,404343916;3,11946389;2,038149477;2,025467345;;3,31141446;1,649200836;0,520917601;1412,334545;1771,688182;1300,019;1089,643636;;1156,320909;1359,607273;1159,927273;2974,796667;10298;1,495715323;66,61016629;2,016129032;1,016172507;0,970627503;0,874501992;1,695454545;NORTE GOIANO;4,475;201,684;232,279;253,5066667;216,9815;;232,279;253,5066667;;201,684;;;;;;;;;;
Itauçu;70440877;823966;1946112;2,96468E+15;13769426;2,09761E+16;65643252;644177;9,8133E+14;25970936;3,95638E+15;2,568247056;0,245044092;1,956674642;7,962718546;1,55808521;0,006340653;2,457294742;36,65512895;14,91686297;3,009495191;12,2471885;122270229,8;1193811,091;25143458,82;1,85717E+16;16099525,73;1,26146E+16;109024068,5;20176736,27;1,21581E+16;47359779,82;2,12881E+16;9,87;0,638;6,925;4,883333333;4,566666667;;;;6,866666667;;;6,9;4,916666667;4,566666667;0,977846995;0,933190163;0,955697993;;;;0,998423;1;;0,993311325;0,93785916;0,955697993;236,3533333;252,094;275,4633333;;;;234,888;;;235,382;252,094;275,4633333;253,9;260,706;281,6433333;;;;248,47;;;249,29;260,706;281,6433333;97,875;93,28333333;95,53333333;;;;99,83333333;100;;99,35;93,78333333;95,53333333;779,74;2,042373;2,067037423;2,49920563;0,406996367;1,974377067;;2,296842766;1,462656965;1,10558069;1225,503636;1658,406364;2697,565714;1093,601818;;1185,566364;1311;1283,888182;4116,505;7736;0,902157434;0,346534653;1,547297297;0,788934426;0,987878788;1,177631579;1,5;CENTRO GOIANO;5,908333333;242,336;256,4;278,5533333;249,368;245,1266667;256,4;278,5533333;250,7633333;241,679;;;;;;;;;5,904166667;
Itapirapuã;93936188;1196487;17763756;1,98188E+16;40629942;4,53304E+15;89630705;5909718;6,59341E+15;2532729;2,82574E+15;1,900745248;3,185218895;0,173169064;0,916117893;1,929987643;1,021023139;1,890248682;1,608036966;0,850701276;2,003556638;1,059943412;121779712,9;1998984,909;20727872,64;1,67526E+16;53749880,55;1,13063E+16;115986029,5;8507665,818;1,03253E+16;33232465,09;1,52223E+16;10,38;0,568;5,3;4,716666667;4;;;;5,05;;;5,05;4,716666667;4;0,963920212;0,964948835;0,937089007;;;;0,938595165;;;0,943292498;0,964948835;0,937089007;197,8833333;245,07;256,95;;;;194,98;;;195,042;245,07;256,95;210,2366667;244,724;264,1;;;;201,45;;;201,926;244,724;264,1;96,22;96,5;94,03333333;;;;94,16666667;;;94,53333333;96,5;94,03333333;826,8;2,142465;2,206211813;2,572231276;2,234282292;1,65362088;2,407010591;1,82305948;1,678527388;2,027131699;1425,064545;1428,616364;1645,666667;1009,622727;971,475;859,9681818;1300,314545;1958,098182;5173,208571;8002;1,021314614;1,927973199;1,961538462;1,340350877;0,919203747;0,937804878;1,403940887;NOROESTE GOIANO;4,883333333;198,484;244,897;260,525;221,6905;204,06;244,897;260,525;224,4785;198,215;;;;;;;;;5,008333333;
Firminópolis;83159388;716706;24958267;3,19957E+15;14830106;1,90117E+16;78005124;6644591;8,51815E+15;31572159;4,04745E+16;2,657250448;2,292517434;2,28434342;0,851879148;4,240423636;1,581342122;0,268153461;2,28694046;0,852847638;2,346322626;0,087499248;121038098,7;1159686,636;36625645,45;9,63826E+15;27733378,82;1,59117E+16;121824073,4;9135640,545;9,08399E+15;45530324,09;1,71396E+16;10,52;0,688;6,2;5;4,1;;;;6,5;;;6,533333333;5;4,1;0,997254998;0,961322335;0,940457007;;;;0,983617493;;;0,9858735;0,961322335;0,940457007;209,57;254,44;264,38;;;;224,628;;;224,918;254,44;264,38;237,11;259,15;265,68;;;;241,422;;;242,59;259,15;265,68;99,525;96,33333333;94,26666667;;;;98,36666667;;;98,58333333;96,33333333;94,26666667;921,93;2,132526;2,40954046;2,221310957;0,208672065;1,312362017;;1,034243373;1,975140025;4,276843229;1258,812727;1592,221818;839,8166667;1002,624545;;908,26;1505,226364;1769,687273;7854,284286;10419;0,899740933;;2,443298969;0,850909091;0,963144963;1,068212824;1,841269841;CENTRO GOIANO;5,766666667;233,754;256,795;265,03;245,2745;223,34;256,795;265,03;240,0675;233,025;;;;;;;;;5,6;
Flores de Goiás;80492843;667547;29407516;3,81839E+16;27770287;3,60581E+16;7701547;3601659;4,67654E+15;16236009;2,10815E+16;2,367857786;1,679014362;2,449861083;0,010351797;2,691118929;0,113712226;23,66604735;1,529802238;6,464122274;1,846382199;0,780181908;120453084,7;801214,6364;44971358,73;1,99929E+16;41382269,18;1,74691E+16;117132166,9;4503180;1,21727E+16;19877995,82;1,80828E+16;8,48;0,457;;4,733333333;4,1;;;;4,433333333;3,4;;4,433333333;4,483333333;4,1;;0,973216832;0,977222323;;;;0,930144342;0,82703501;;0,930144342;0,923961838;0,977222323;;245,554;257,5933333;;;;177,082;226,44;;177,082;244,924;257,5933333;;250,512;258,77;;;;187,2;218,55;;187,2;249,52;258,77;;97,31666667;97,63333333;;;;92,75;82,4;;92,75;92,25;97,63333333;891,3;2,335577;2,915585602;3,573973143;1,968517742;2,788163184;1,515781158;3,257254902;1,587786185;0,634065649;1534,334545;1757,625455;1531,194;1231,018182;2117,2975;1223,98;1496,055455;1488,610909;3591,475;13744;1,139068457;;5,333333333;7,666666667;1,077669903;0,927824268;1,46961326;LESTE GOIANO;4,458333333;182,141;247,222;258,1816667;214,6815;;248,033;258,1816667;;182,141;222,495;;202,318;;;;;3,916666667;;
São Miguel do Passa Quatro;68979679;1834078;10544871;1,6018E+16;36725449;5,57871E+15;65831429;4433571;6,73473E+15;14127538;2,14602E+16;2,868865438;2,643263809;2,346515002;0,08058193;3,453077429;1,185825115;2,911961793;0,194958872;0,669510404;2,229365725;0,765588934;120299667,3;3026444,091;17741861,73;1,18986E+16;69467386,27;5,41293E+15;115650250,2;5718692,091;9,49814E+15;20472611,27;1,15006E+16;9,48;0,619;;4,7;4,7;;;;5,283333333;5,2;;5,283333333;4,8;4,7;;0,940149508;0,97126633;;;;0,954113503;0,931447338;;0,954113503;0,932472832;0,97126633;;249,544;278,1166667;;;;197,88;260,95;;197,88;251,948;278,1166667;;248,954;282,9233333;;;;205,354;266,6666667;;205,354;254,198;282,9233333;;93,53333333;97,16666667;;;;95,6;92,71666667;;95,6;93,16666667;97,16666667;763,15;2,580253;2,416857265;3,290506582;1,635824022;1,942662134;1,240150094;1,785901139;1,639322402;;1433,436364;1449,04;964,8385714;1117,441818;1020,157273;1028,810909;1348,283636;1224,041818;;4464;1,18818206;;1,711267606;1,277777778;0,931307794;0,919816724;1,070754717;SUL GOIANO;5,041666667;201,617;253,073;280,52;227,345;;249,249;280,52;;201,617;263,8083333;;232,7126667;;;;;5,241666667;;
Santa Terezinha de Goiás;74139001;719517;23796076;3,38968E+15;15731856;2,24096E+16;70201506;4008217;5,70959E+15;26665358;3,7984E+15;2,019159956;2,429971773;1,69610145;8,482246253;2,009201267;1,004806636;1,999589966;1,310816006;6,555424004;2,368285024;11,84385331;118461942;1245413,636;31477201;1,78803E+16;20835887,45;1,70817E+16;111208347,7;4885376,091;1,17251E+16;45523498,45;2,4985E+16;10,45;0,644;5,1;4,7;4,533333333;;;;5,8;5,516666667;;5,75;5;4,533333333;0,980500015;0,944974675;0,95819267;;;;0,97656151;0,95600883;;0,976498337;0,947523163;0,95819267;186,24;244,616;279,8666667;;;;210,764;271,448;;208,962;254,002;279,8666667;207,33;253,594;275,8866667;;;;220,946;274,12;;219,502;261,37;275,8866667;98,05;94,78333333;95,66666667;;;;97,81666667;95,43333333;;97,8;94,81666667;95,66666667;850,53;1,953006;2,162223067;2,300793919;3,603235294;1,674475862;1,123655914;2,596042463;1,626644089;3,874082462;1175,253636;1405,710909;1168,517273;972,7236364;1084,80875;1146,798182;1342,937273;1718,813636;6661,717143;10645;1,033294506;5,619287678;1,981818182;1,071090047;0,964566929;1,047204969;1,234939759;NORTE GOIANO;5,375;214,232;257,686;277,8766667;235,959;196,785;249,105;277,8766667;222,945;215,855;272,784;;244,3195;;;;;5,658333333;4,9;
Paranaiguara;97918542;1073786;22014679;2,38193E+16;32079019;3,47086E+16;92423829;8621525;9,32825E+15;29708606;3,21439E+16;0,210648061;1,894378396;2,395479898;1,144034891;2,344434972;1,119656822;2,093887097;0,871275789;4,161044741;1,954667345;0,093351134;115335269,5;1638983,545;33937989,91;2,22217E+16;57212272,55;1,86828E+16;138764095,5;7152080;2,61661E+16;48231762,27;1,94443E+16;10,66;0,613;5,6;5,3;4,2;;;;6,333333333;;;6,316666667;5,3;4,2;0,919931013;0,955811497;0,850382337;;;;0,945454503;;;0,947024827;0,955811497;0,850382337;210,84;264,21;285,0833333;;;;223,782;;;223,996;264,21;285,0833333;234,575;266,712;282,2766667;;;;242,582;;;242,014;266,712;282,2766667;92,8;95,75;83,7;;;;94,61666667;;;94,71666667;95,75;83,7;896,12;2,094083;1,866559279;2,798133489;0,24075815;1,907745677;;1,979675127;1,633442316;1,073660654;1424,888182;1517,434545;956,67;1206,633636;;1239,335455;1389,781818;1385,320909;7013,873333;7607;0,835934066;;1,8828125;0,822635135;1,002229654;1,215406562;1,385093168;SUL GOIANO;5,808333333;233,005;265,461;283,68;249,233;222,7075;265,461;283,68;244,08425;233,182;;;;;;;;;5,45;
Santa Rita do Araguaia;68616444;990422;15026184;2,38638E+16;14640772;2,32517E+15;62966395;3620604;5,75006E+15;29678836;4,71344E+15;0,205931759;1,596749668;2,568867585;1,227389523;0,027946819;13,35282232;2,092952185;1,837282951;8,778427733;1,537021297;7,343795563;113243949,9;1427906,818;27188692,09;1,60967E+16;22918571,09;1,69199E+16;114074606,4;5046263,091;9,61077E+15;51948035,73;2,28853E+16;9,45;0,616;;5,16;4,733333333;;;;5,616666667;;;5,616666667;5,16;4,733333333;;0,94324317;0,948895337;;;;0,93129133;;;0,93129133;0,94324317;0,948895337;;262,875;284,98;;;;211,412;;;211,412;262,875;284,98;;267,54;286,8833333;;;;225,3;;;225,3;267,54;286,8833333;;94,36666667;94,53333333;;;;93,58333333;;;93,58333333;94,36666667;94,53333333;952,41;2,118793;2,357487233;2,994430004;3,60630861;1,569794836;;1,85299028;1,403164543;1,278154853;1410,885455;2070,673636;1256,782222;1380,458182;;1175,092727;1598,69;1618,764545;1096,808;5927;0,856008088;;1,956043956;0,61928934;0,779141104;0,805128205;0,936;SUL GOIANO;5,388333333;218,356;265,2075;285,9316667;241,78175;;265,2075;285,9316667;;218,356;;;;;;;;;;
Pilar de Goiás;26168781;946088;7697254;3,10833E+16;12583943;5,08169E+14;24763323;877869;3,54504E+15;3604257;1,45548E+16;6,095399782;7,684533574;2,335611765;0,397002963;2,547491911;43,30179584;5,883109145;8,184882938;1,391251248;6,602606862;1,12229889;111644965,4;4674656,091;11832967,73;1,33924E+16;19852559,09;1,37045E+16;90488059;43624897,64;3,48456E+15;16639472,27;1,34775E+16;11;0,6;5,1;4,44;3,85;;;;5,425;;;5,38;4,5;3,85;0,97409448;0,94541699;0,95928067;;;;0,989185988;1;;0,99007666;0,949681002;0,95928067;184,11;241,995;257,65;;;;203,7;;;198,8025;241,995;257,65;205,55;243,5975;249,455;;;;208,27;;;207,59;243,5975;249,455;97,1;94,53333333;95,86666667;;;;98,925;100;;98,95;94,91666667;95,86666667;770,73;3,827981;2,331166759;1,803635714;0,828453729;2,346684096;1,10597774;1,46598008;1,368871243;1;1179,82;1248,85;1598,116667;1045,493636;4225,046;1193,333333;2702,374545;1261,527273;605;2328;0,839523981;4,508862762;1,303317536;1,281481481;1,125925926;1,175879397;1,665562914;CENTRO GOIANO;4,94;203,19625;242,79625;253,5525;222,99625;194,83;242,79625;253,5525;218,813125;205,985;;;;;;;;;4,77;
Gameleira de Goiás;76439347;2334026;15165798;2,04624E+16;41251731;5,56589E+15;74115288;5139132;6,93397E+15;12558627;1,69447E+15;2,869948706;2,42244388;1,651769857;0,057501053;3,600964793;1,253560034;2,872590619;1,671146217;0,581755787;2,445984024;8,514906398;110229898,1;3466245,636;17419357,55;8,65662E+15;71270916,36;5,57714E+15;101539072,9;6670727,273;5,10926E+15;18167768;1,18972E+16;9,68;0,499;;;5,133333333;;;;5,283333333;4,916666667;;5,283333333;4,916666667;5,133333333;;;0,998089333;;;;0,933669163;0,91569799;;0,933669163;0,91569799;0,998089333;;;293,4066667;;;;202,092;258,32;;202,092;258,32;293,4066667;;;289,74;;;;212,612;262,076;;212,612;262,076;289,74;;;99,73333333;;;;93,28333333;91,78333333;;93,28333333;91,78333333;99,73333333;977,6;1,975245;1,481813842;1,879734615;1;2,266826732;1,377830645;1,050579801;0,55781811;1;1183,778182;1704,038182;1476,63;1063,509091;2684,7025;1174,64;1521,326364;2006,719091;1397,96;3456;1,055267176;;1,729166667;1,123966942;0,865612648;0,946581197;1,11;SUL GOIANO;5,1;207,352;260,198;291,5733333;233,775;;;291,5733333;;207,352;260,198;;233,775;;;;;5,1;;
