NMU;PIB_I;PIBpC_I;VAADESS_I;VAADESS_R_I;VAAGRO_I;VAAGRO_R_I;VABT_I;VAIND_I;VAIND_R_I;VASERV_I;VASERV_R_I;PIB_V;PIBpC_V;VAADESS_V;VAADESS_R_V;VAAGRO_V;VAAGRO_R_V;VABT_V;VAIND_V;VAIND_R_V;VASERV_V;VASERV_R_V;PIB_M;PIBpC_M;VAADESS_M;VAADESS_R_M;VAAGRO_M;VAAGRO_R_M;VABT_M;VAIND_M;VAIND_R_M;VASERV_M;VASERV_R_M;ANOSESTUDOS;IDHME;IDEB_EF1M;IDEB_EF2M;IDEB_EMM;IDEB_FF1M;IDEB_FF2M;IDEB_FMM;IDEB_MF1M;IDEB_MF2M;IDEB_MMM;IDEB_PF1M;IDEB_PF2M;IDEB_PMM;INREND_EF1M;INREND_EF2M;INREND_EMM;INREND_FF1M;INREND_FF2M;INREND_FMM;INREND_MF1M;INREND_MF2M;INREND_MMM;INREND_PF1M;INREND_PF2M;INREND_PMM;NSLP_EF1M;NSLP_EF2M;NSLP_EMM;NSLP_FF1M;NSLP_FF2M;NSLP_FMM;NSLP_MF1M;NSLP_MF2M;NSLP_MMM;NSLP_PF1M;NSLP_PF2M;NSLP_PMM;NSMAT_EF1M;NSMAT_EF2M;NSMAT_EMM;NSMAT_FF1M;NSMAT_FF2M;NSMAT_FMM;NSMAT_MF1M;NSMAT_MF2M;NSMAT_MMM;NSMAT_PF1M;NSMAT_PF2M;NSMAT_PMM;TXAPRO_EF1M;TXAPRO_EF2M;TXAPRO_EMM;TXAPRO_FF1M;TXAPRO_FF2M;TXAPRO_FMM;TXAPRO_MF1M;TXAPRO_MF2M;TXAPRO_MMM;TXAPRO_PF1M;TXAPRO_PF2M;TXAPRO_PMM;RM_I;RM_V;V_RAECP;V_RAP;V_RCC;V_RCO;V_REM;V_RIT;V_RSE;V_RSIUP;M_RAECP;M_RAP;M_RCC;M_RCO;M_REM;M_RIT;M_RM;M_RSE;M_RSIUP;CENSO22;CENSO_V;EXPOR;IDMECO;IDMINFRA;IDMSUS;IDMSEG;IDMTRAB;REGIOES;IDEB_PFUND;NM_PF1;NM_PF2;NM_PM;NM_PFUND;NM_EF1;NM_EF2;NM_EM;NM_EFUND;NM_MF1;NM_MF2;NM_MM;NM_MFUND;NM_FF1;NM_FF2;NM_FM;NM_FFUND;IDEB_MFUND;IDEB_EFUND;IDEB_FFUND
Santo Antônio de Goiás;53199375;1134315;12236204;2,46197E+16;8235431;1,657E+15;49700871;16560389;3,33201E+15;12668848;2,54902E+15;2,744182822;1,998481022;2,6610743;0,982517428;1,349899963;4,984078196;2,708424526;2,644193684;0,976284795;3,72123227;13,73947191;108748952,8;1939215,182;22232170,09;1,5166E+16;10975872,91;8,26695E+15;109090461,1;40905650,36;1,76216E+16;25225912,64;1,40881E+16;10,53;0,662;5;4,683333333;4,466666667;;;;5,82;;;5,78;4,683333333;4,466666667;1;0,957807003;0,993673323;;;;0,990149592;;;0,98970433;0,957807003;0,993673323;176,22;251,144;274,57;;;;214,1575;;;212,455;251,144;274,57;203,3;248,804;263,0566667;;;;216,2975;;;215,6375;248,804;263,0566667;100;95,83333333;99,3;;;;98,92;;;98,95;95,83333333;99,3;2075,37;1,925464;2,264298543;2,81370066;1,888766787;1,848982857;;2,089012436;2,320639685;1,141555937;1293,925455;1685,337273;1445,000909;1213,706364;;1534,615455;3160,802727;5594,987273;1298,307;7386;1,570486923;0,361594618;2,129032258;0,903645833;1,200842697;0,958980044;1,269592476;CENTRO GOIANO;5,231666667;214,04625;249,974;268,8133333;232,010125;189,76;249,974;268,8133333;219,867;215,2275;;;;;;;;;4,841666667;
Sanclerlândia;100900118;1334128;17977671;1,93142E+16;1478362;1,58827E+16;93079986;22255959;2,39106E+16;38062735;4,08925E+15;0,187117878;1,85426211;2,136590218;1,133893501;19,5513034;0,103759231;1,88429532;1,372366205;0,728318003;2,036953887;1,081016264;107866771,5;1595480,727;24778825,18;1,12911E+16;16732207,91;9,98191E+15;101407995,2;15568897;1,12011E+16;51195796,27;1,23743E+16;10,76;0,662;6,4;5,5;4,866666667;;;;6,45;;;6,383333333;5,5;4,866666667;0,984641995;0,971969168;0,960016673;;;;0,990652738;;;0,985816995;0,971969168;0,960016673;223,025;267,594;288,7366667;;;;222,7575;;;223,076;267,594;288,7366667;242,79;268,69;289,8333333;;;;236,0975;;;236,69;268,69;289,8333333;96;97,08333333;96,06666667;;;;98,575;;;98,41666667;97,08333333;96,06666667;759,66;1,633336;2,086961785;1,709925727;0,455341121;1,987228075;1,813304592;1,685651828;1,637266039;1,276634128;1195,032727;1189,509091;1373,29;996,1290909;1306,629;848,1709091;1068,154545;1620,334545;5450,271429;7918;1,048741722;1;1,339181287;1,335092348;1,213235294;1,202328967;1,833333333;CENTRO GOIANO;5,941666667;229,883;268,142;289,285;249,0125;232,9075;268,142;289,285;250,52475;229,4275;;;;;;;;;5,95;
Bom Jardim de Goiás;85211225;1011649;18349347;2,28473E+15;27196399;3,3863E+15;80313058;3755744;4,67638E+15;31011568;3,86134E+15;2,180114592;2,070482944;2,070884212;0,094366362;2,889309831;13,16605033;2,194515256;0,162712901;7,414525834;1,727063752;0,786990999;107761283,5;1560548,364;28257345;9,87259E+15;47507368,45;9,9252E+15;101296394,4;4765758,818;1,46132E+16;45814989;1,51405E+16;10,02;0,545;5,85;4,566666667;4,35;;;;5,88;;;5,86;4,666666667;4,35;0,983239198;0,88898466;0,95334267;;;;0,974773167;1;;0,980297992;0,91126883;0,95334267;205,27;252,478;275,375;;;;210,75;;;209,2675;252,478;275,375;223,495;257,874;272,085;;;;226,7525;;;224,7325;257,874;272,085;98,26;89,06666667;95,13333333;;;;97,55;100;;97,9;91,3;95,13333333;905,46;1,914927;2,296938437;1,790692603;1,872615001;2,146462756;1,207156613;1,916268205;1,722983348;1,525691133;1316,548182;1395,63;1341,400909;1145,074545;1177,6075;827,875;1392,403636;1888,529091;7493,163333;7826;0,92912264;;1,587096774;0,914814815;0,969951923;0,89154013;1,61352657;NOROESTE GOIANO;5,263333333;217;255,176;273,73;236,088;214,3825;255,176;273,73;234,77925;218,75125;;;;;;;;;5,208333333;
Goiandira;57390182;1089411;12553795;2,31702E+16;12873702;2,37606E+16;54180835;4797709;8,85499E+15;2395563;4,42142E+15;2,769316762;2,593558354;0,022811508;0,082177427;2,745256337;0,098896617;2,775884979;0,687878735;0,247805201;22,29898942;8,033110016;102229594,1;1850585,636;17545474,73;1,28603E+16;20004442,18;1,37526E+16;86211166;13667103,73;1,06369E+16;34839726,82;1,62524E+16;10,43;0,727;5,975;5,016666667;4,233333333;;;;6,72;;;6,5;5,016666667;4,233333333;1;0,966190498;0,95857835;;;;0,998888833;;;0,998888833;0,966190498;0,95857835;207,6866667;253,294;264,84;;;;227,0925;;;221,845;253,294;264,84;222,45;257,982;265,84;;;;253,4675;;;244,7225;257,982;265,84;100;96,68333333;95,7;;;;99,88333333;;;99,88333333;96,68333333;95,7;989,76;2,036958;2,382968114;2,422678711;1,178656112;1,902264617;3,353393998;1,515196463;1,369302227;1,331810947;1454,49;1718,205455;1810,967273;1106,699091;1812,337273;1160,384545;1619,453636;2108,754545;7196,825714;4968;0,943589744;;1,865079365;0,681318681;1,462382445;1,33447099;1,394230769;SUL GOIANO;5,758333333;233,28375;255,638;265,34;244,460875;215,0683333;255,638;265,34;235,3531667;240,28;;;;;;;;;5,495833333;
Alvorada do Norte;72650597;897697;20562486;3,04069E+16;10417727;1,54053E+16;67624505;4057799;6,00049E+16;32586493;4,81874E+15;2,132942913;1,982986464;1,980763999;0,09270452;2,417245336;0,113132896;2,136642316;3,653127471;0,170975153;1,956457481;0,915669163;101299277;1103526,273;29699989,73;1,82953E+16;13557973,73;9,34367E+15;102217496,2;7291549,545;1,19789E+16;48255421,09;1,64679E+16;9,25;0,548;5,62;4,583333333;4,233333333;;;;5,25;4,95;;5,316666667;4,783333333;4,233333333;0,950612335;0,954634;0,92971634;;;;0,972629833;0,957266013;;0,971092332;0,95553434;0,92971634;207,4875;241,09;272,5533333;;;;193,526;257,056;;195,62;249,188;272,5533333;222,0125;243,048;268,87;;;;205,546;252,158;;208,178;247,65;268,87;95,21666667;95,33333333;93;;;;97,06666667;95,75;;96,88333333;95,53333333;93;913,21;2,285017;2,090577441;3,128213794;6,679021266;1,795995216;4,737470588;1,61160149;1,439837242;3,225924928;1181,32;1521,667273;2280,840909;1019,069091;1397,417778;852,0445455;1504,886364;1667,744545;3849,087778;8446;1,044779812;;2,511111111;1,096219931;1,03892944;0,83902439;1,733990148;LESTE GOIANO;5,05;201,899;248,419;270,7116667;225,159;214,75;242,069;270,7116667;228,4095;199,536;254,607;;227,0715;;;;;5,1;5,101666667;
Britânia;60668761;1101266;14392261;2,52893E+16;21450446;3,76916E+16;56910425;2926334;5,142E+15;18141384;3,18771E+15;2,636447677;2,505467344;2,23791974;0,085197924;2,81912777;0,107324596;2,626730375;3,994638684;1,520764644;2,487044043;9,46821214;100645989,8;1615464,455;23749217,18;1,23426E+16;34436268,45;1,82566E+16;87826521,64;5344937,545;5,50635E+15;23608794,55;1,39423E+16;8,98;0,546;5,5;4,916666667;3,966666667;;;;6,24;;;5,916666667;4,916666667;3,966666667;0,975447505;0,947834993;0,87902232;;;;0,958837196;;;0,948573;0,947834993;0,87902232;192,385;258,55;274,3766667;;;;222,53;;;211,928;258,55;274,3766667;217,605;256,706;267,4766667;;;;240,44;;;231,486;256,706;267,4766667;97,5;94,71666667;87,76666667;;;;96,1;;;95,1;94,71666667;87,76666667;898,13;2,287297;2,482674719;2,301484006;5,504587156;2,130889303;;3,840704189;1,560323523;1,601795408;1620,943636;1540,12;2195,57;1079,540909;;1053,553636;1478,309091;1368,417273;4979,17;5695;1,033762933;1;1,5;1,2200489;0,8168028;0,956670468;1,14213198;NOROESTE GOIANO;5,416666667;221,707;257,628;270,9266667;239,6675;204,995;257,628;270,9266667;231,3115;231,485;;;;;;;;;5,208333333;
Santa Cruz de Goiás;54425028;1732178;8989554;1,71349E+15;32886548;6,26849E+15;5246331;2431889;4,63541E+14;8155318;1,55448E+16;3,131425564;3,490222714;2,000461424;6,333027919;3,682887088;0,116592235;31,58775628;2,399451209;7,596143224;2,548512149;0,80680379;97319210,73;3466395,727;12540054,09;6,51245E+15;62106597,91;4,49772E+15;95888443,27;4156155,909;1,73497E+16;15030507,64;1,1275E+16;10,46;0,563;;4,75;4,633333333;;;;5,533333333;;;5,533333333;4,75;4,633333333;1;0,923620827;0,93999966;;;;0,982661833;;;0,983274172;0,923620827;0,93999966;;252,944;283,5533333;;;;200,518;;;200,518;252,944;283,5533333;;251,054;282,3633333;;;;209,566;;;209,566;251,054;282,3633333;100;92,7;95,4;;;;98,46666667;;;98,48333333;92,7;95,4;864,33;1,939606;2,06729233;2,049670773;;0,934939164;2,28805395;1,794486622;1,428721588;;1292,739091;1416,128182;;916,1481818;1419,769091;943,5990909;1321,576364;1400,759091;;3002;0,955442393;;1,855072464;1,057971014;1,210526316;0,835532995;1,454545455;SUL GOIANO;5,141666667;205,042;251,999;282,9583333;228,5205;;251,999;282,9583333;;205,042;;;;;;;;;;
Araguapaz;72435125;964131;16756303;2,45175E+16;27425725;4,01288E+16;68344197;2961621;4,33339E+15;21200549;3,10203E+15;2,050554603;1,979417735;2,309069906;1,129743879;1,950196686;0,009541603;2,043887954;1,854975029;0,90757178;1,981888111;0,969665733;96792017,91;1259971,455;26009689,18;1,42668E+16;29626901;9,02179E+15;94108299,64;3897135,727;7,56456E+15;32955568,64;1,67962E+16;10,64;0,54;;4,266666667;4,066666667;;;;5,083333333;;;5,083333333;4,283333333;4,066666667;;0,946494502;0,977122663;;;;0,983923168;1;;0,983923168;0,95137916;0,977122663;;237,852;261,8333333;;;;186,868;;;186,868;237,852;261,8333333;;233,42;251,1866667;;;;199,294;;;199,294;233,42;251,1866667;;94,75;97,6;;;;98,31666667;100;;98,31666667;95,18333333;97,6;941,68;2,058003;2,350626247;1,948957758;1,951510892;1,929787082;3,060548004;2,648563224;1,646558639;0,516521242;1385,009091;1715,572727;879,1266667;1072,575455;1805,993;852,9754545;1431,74;1567,555455;4686,82375;7153;0,952463382;;1,535714286;0,905982906;0,922779923;0,840087623;1,429319372;NOROESTE GOIANO;4,683333333;193,081;235,636;256,51;214,3585;;235,636;256,51;;193,081;;;;;;;;;;
Aragoiânia;57897229;69131;21376255;3,90311E+14;5935604;1,08379E+16;54767289;11068873;2,02107E+15;16386557;2,99203E+16;2,559838416;20,42553992;2,258477877;9,016831231;3,053641045;0,121914703;2,504735664;1,651990587;6,595468776;3,203168609;0,127884497;96331001,91;860543,7273;29627597,82;1,53857E+16;9713831,818;9,6845E+15;79618267,27;12147251,82;1,1396E+16;31384296,82;2,12286E+16;9,11;0,56;;3,883333333;3,2;;;;5,166666667;;;5,166666667;3,883333333;3,2;;0,842228822;0,833126663;;;;0,948830998;;;0,948830998;0,842228822;0,833126663;;240,098;252,11;;;;194,486;;;194,486;240,098;252,11;;238,696;254,13;;;;205,756;;;205,756;238,696;254,13;;84,86666667;82,1;;;;94,86666667;;;94,86666667;84,86666667;82,1;814,49;2,421307;2,350717621;3,794339753;1,122092704;1,759713523;0,723564778;1,925101629;2,099793449;1,160146549;1183,938182;1595,844545;1266,430909;1121,68;1400,405;1321,877273;1347,467273;1168,38;3522,875;11890;1,421398685;1;2,069565217;0,988888889;1,048433048;0,76;1,296650718;CENTRO GOIANO;4,525;200,121;239,397;253,12;219,759;;239,397;253,12;;200,121;;;;;;;;;;
Vila Boa;71675769;1511509;14845247;2,21004E+16;19580032;2,91492E+15;67171825;11306155;1,68317E+15;2144039;3,19187E+15;1,700535393;1,277557064;2,261814438;1,329009371;1,448287623;8,509928093;1,701879977;2,019850957;11,86835138;13,78096341;0,809749429;95868868,45;1727411;25193644,91;1,13029E+16;26348967;2,06752E+16;90732248;13560290,09;1,05061E+16;19123705,55;1,18282E+16;10,49;0,534;;4,075;3,966666667;;;;4,733333333;4,36;;4,733333333;4,383333333;3,966666667;;0,937739196;0,991479993;;;;0,919243503;0,935645333;;0,919243503;0,931304;0,991479993;;230,5775;255,0866667;;;;186,516;239,78;;186,516;239,448;255,0866667;;234,1525;249,98;;;;201,606;241,54;;201,606;241,804;249,98;;94,34;99,13333333;;;;91,78333333;93,43333333;;91,78333333;93,13333333;99,13333333;1053,33;2,142102;1,815163461;2,678607972;1,042011982;1,918578332;1,687827089;2,383154202;1,950376493;;1450,276364;1595,075455;693,6;1113,269091;1449,9925;2929,06;1576,74;1078,630909;;4215;0,890179514;0,219592689;1,813084112;0,717948718;0,941323346;0,925601751;1,485596708;LESTE GOIANO;4,558333333;194,061;240,626;252,5333333;217,3435;;232,365;252,5333333;;194,061;240,66;;217,3605;;;;;4,546666667;;
Itajá;68154032;1345322;17190472;2,66334E+15;23476358;3,63723E+15;6454468;270247;4,18698E+15;2117538;3,28073E+15;1,588087173;1,797821637;1,579932651;0,099594704;1,953828912;1,231641184;15,86362114;11,80777585;0,074433042;12,3594684;7,791076384;92512787,91;1754966,545;20978223,45;1,43839E+16;32104021;1,75886E+16;82287831,36;2527102,273;1,43315E+16;23630951,55;2,33256E+16;9,68;0,57;;4,683333333;4,2;;;;5,766666667;;;5,766666667;4,666666667;4,2;;0,916757993;0,866582323;;;;0,964752827;0,91698098;;0,964752827;0,915327175;0,866582323;;253,678;278,995;;;;204,284;;;204,284;253,678;278,995;;253,71;295,06;;;;220,326;;;220,326;253,71;295,06;;91,93333333;86,13333333;;;;96,25;92,1;;96,25;91,71666667;86,13333333;829,33;2,35771;2,173168205;3,043473253;1,41970836;2,131327909;;2,563461298;1,916682245;1,759693245;1347,67;1407,949091;1198,234;1124,378182;;1210,850909;1369,970909;1986,390909;6555,46;4380;0,865270644;;1,971428571;1,477203647;1,085324232;0,818818819;1,414364641;SUL GOIANO;5,216666667;212,305;253,694;287,0275;232,9995;;253,694;287,0275;;212,305;;;;;;;;;;
Faina;64982147;930976;17964255;2,89118E+16;28852917;4,64361E+15;62134642;2207596;3,55292E+15;13109874;2,10991E+16;2,045199999;2,170848658;1,914268585;0,941559221;2,037563897;1,002203708;0,203308357;1,589263615;7,817010751;2,26076902;1,111990205;89373196,55;1033320,727;25156496,55;1,87312E+16;34600224,36;2,19865E+16;83033346,27;3325958,909;1,56834E+16;20312655,55;2,19277E+16;10,92;0,534;4,8;4,85;4,166666667;;;;5,125;;;5,083333333;4,783333333;4,166666667;0,90784699;0,965428175;0,964899347;;;;0,954411;0,992589;;0,962302332;0,955000322;0,964899347;185,605;245,518;265,1233333;;;;192,8033333;;;189,924;245,518;265,1233333;205,66;252,298;262,6833333;;;;199,1166667;;;201,734;252,298;262,6833333;95,55;96,58333333;96,46666667;;;;95,98;99,2;;96,05;95,58333333;96,46666667;753,49;2,071175;2,005334097;2,195101086;0,325508373;1,569269222;1,651404733;2,204426908;3,802525797;8,494855267;1178,273636;1292,418182;525,1342857;1078,269091;1469,80375;856,4318182;1242,142727;1519,210909;3211,255;7070;1,012458829;1;2,191919192;1,389830508;1,065484311;0,982665222;1,328282828;NOROESTE GOIANO;4,933333333;195,829;248,908;263,9033333;222,3685;195,6325;248,908;263,9033333;222,27025;195,96;;;;;;;;;4,825;
Arenópolis;7345352;2240803;9893675;1,37861E+15;19453557;2,71071E+16;71765584;34512245;4,80902E+16;7906107;1,10166E+15;24,18934872;3,126683158;1,8217917;7,55690779;3,206384879;0,133002883;2,410763438;0,206628662;0,857108825;2,693848059;1,117425301;89010363,73;2998694,727;11962783,73;9,05818E+15;40738671,36;1,78325E+16;99377620,91;25216294;2,31184E+16;14975722,18;1,19833E+16;11,15;0,582;;4,816666667;4,433333333;;;;5,4;;;5,4;4,833333333;4,433333333;;0,943897822;0,942420983;;;;0,957868328;0,96973002;;0,957868328;0,945005517;0,942420983;;253,23;273,71;;;;197,03;;;197,03;253,23;273,71;;252,462;280,2766667;;;;217,7;;;217,7;252,462;280,2766667;;94,81666667;94,7;;;;95,85;95;;95,85;94,88333333;94,7;898,39;2,066452;2,357070016;1,979986332;1,780930804;2,244896364;2,027849128;1,614541833;3,397699066;1,402187302;1382,371818;1416,945455;2290,825455;1168,605455;962,2616667;880,8288889;1495,088182;1572,74;2531,400909;2946;0,898992981;;1,648809524;1,057627119;0,929032258;0,930077691;1,310344828;NOROESTE GOIANO;5,116666667;207,365;252,846;276,9933333;230,1055;;252,846;276,9933333;;207,365;;;;;;;;;;
Rianápolis;94829984;2081431;12157159;1,42682E+16;447803;5,25562E+16;85204564;3512095;4,12196E+15;33448425;3,92566E+15;0,779383322;0,73715391;2,053588918;2,560935855;20,86853371;0,260241842;0,080189003;2,092719303;2,60973355;0,797169433;0,994113167;88955159,27;1878678,182;19006942,82;1,51278E+16;6729721;1,33906E+16;73870063,82;11185585,82;1,59116E+16;34294037,36;1,46705E+16;10,17;0,587;;5,083333333;5;;;;6,2;;;6,183333333;5,083333333;5;0,956809997;0,93506982;0,97129933;;;;0,988363167;;;0,986699333;0,93506982;0,97129933;;257,026;283,6033333;;;;216,458;;;216,458;257,026;283,6033333;;270,69;298,7633333;;;;228,886;;;228,886;270,69;298,7633333;96,06666667;93,65;96,86666667;;;;98,9;;;98,73333333;93,65;96,86666667;1280,66;1,523831;1,738857663;2,183245392;2,435415353;1,999713127;;1,186084188;1,842205485;;1409,279091;1798,165455;2402,375714;1206,613636;;1562,864545;1585,379091;1045,320909;;3980;0,871660096;;2,52;0,827242525;1,105555556;1,191256831;1,467661692;CENTRO GOIANO;5,633333333;222,672;263,858;291,1833333;243,265;;263,858;291,1833333;;222,672;;;;;;;;;;
Campo Limpo de Goiás;51932502;82827;15984826;3,26502E+16;7602196;1,55281E+16;48957783;13314038;2,71949E+16;12056723;2,46268E+16;2,753538507;21,74392408;2,271271705;0,084597494;4,435772637;1,652181233;2,684797859;1,88343957;0,701520065;3,01392584;0,112258948;88422295,64;1161318,545;25016353,18;1,74496E+16;15638184,27;1,36585E+16;77762943,91;16032624,36;1,51793E+16;20664419;1,05646E+16;9,49;0,533;;4,24;4,366666667;;;;5,116666667;4,5;;5,116666667;4,2;4,366666667;;0,854871502;0,950878997;;;;0,928385337;0,893398007;;0,928385337;0,879819173;0,950878997;;246,215;271,6833333;;;;195,352;250,69;;195,352;241,782;271,6833333;;245,1025;271,49;;;;210,818;251,52;;210,818;243,708;271,49;;85,01666667;95;;;;92,46666667;90,06666667;;92,46666667;88,86666667;95;1281,81;1,471427;1,911174785;3,926443426;1,161791272;2,206516098;3,090253476;2,099407514;0,309335861;;1136,457273;1812,452727;4565,59;1042,460909;2272,51;1236,193636;1692,408182;1649,078182;;8081;1,294824547;8,999495405;2,240384615;0,899497487;1,035532995;1,222222222;1,223214286;CENTRO GOIANO;4,658333333;203,085;242,745;271,5866667;222,915;;245,65875;271,5866667;;203,085;251,105;;227,095;;;;;4,808333333;;
Ouro Verde de Goiás;70971114;1756711;11095409;1,62322E+15;40570687;5,93537E+15;68354147;5611707;8,20975E+15;11076344;1,62043E+16;2,181487739;2,367233427;2,230105713;1,008218111;2,462504073;1,113284088;2,211927844;1,113386176;0,503355559;1,83246629;0,082844759;88155111,91;2272508,455;15203993,73;1,49003E+16;46093563,36;5,26073E+15;80170961,45;6034205,273;1,06128E+16;14343650,73;1,13349E+16;10,11;0,674;;4,833333333;4,733333333;;;;5,95;5,075;;5,95;5,05;4,733333333;;0,920667323;0,934072003;;;;0,975281833;0,956451503;;0,975281833;0,955578837;0,934072003;;254,27;291,59;;;;212,342;260,55;;212,342;258,744;291,59;;259,36;284,86;;;;227,358;257,42;;227,358;258,494;284,86;;91,8;93,8;;;;97,53333333;95,9;;97,53333333;95,63333333;93,8;840,84;2,318099;1,907989709;2,349301772;1,670231729;1,93852459;;2,524882644;2,098800905;;1242,391818;1776,655455;720,2975;1008,792727;;1039,047273;1492,957273;1194,526364;;4057;1,005701537;;1,8671875;1,052884615;1,131656805;0,877574371;1,281609195;CENTRO GOIANO;5,5;219,85;258,619;288,225;239,2345;;256,815;288,225;;219,85;258,985;;239,4175;;;;;5,5125;;
São Francisco de Goiás;58661128;958985;153866;2,87411E+16;8464413;1,58109E+16;53535251;8835729;1,65045E+16;2084851;3,89435E+16;1,822659922;1,779035126;213,8680085;1,146547265;3,406267747;0,182610153;1,865322215;0,68489527;3,671726335;15,38233284;0,082464749;87133946,64;1283022,182;19375618,91;1,50755E+16;16126028,64;1,31171E+16;68544343,36;6456222,545;1,37479E+16;31027453,73;1,69789E+16;8,68;0,509;;5,266666667;4,4;;;;6,3;;;6,3;5,266666667;4,4;;0,988656838;0,990977663;;;;0,992872327;;;0,992872327;0,988656838;0,990977663;;253,976;266,705;;;;211,234;;;211,234;253,976;266,705;;258,176;263,6;;;;229,864;;;229,864;258,176;263,6;;98,86666667;99,1;;;;99,26666667;;;99,26666667;98,86666667;99,1;793,41;2,23767;2,540793619;2,606325005;1;2,194842851;1,137218074;1,697445755;1,649132643;;1304,843636;1821,46;739,2;1122,959091;1485,577778;848,7509091;1354,381818;1592,539091;;6378;1,042156863;;2;1,016949153;1,228200371;0,768498943;1,601036269;CENTRO GOIANO;5,783333333;220,549;256,076;265,1525;238,3125;;256,076;265,1525;;220,549;;;;;;;;;;
Nova Glória;59204204;695375;18342503;3,3164E+16;11453693;2,07087E+16;55308556;3550456;6,41936E+15;21961905;3,9708E+16;2,027682274;2,128165378;1,940453165;0,941755511;3,094822604;0,150200288;2,060463828;1,623024197;0,078769847;1,691970073;0,08211598;83853218,18;991212,8182;26016992;1,80738E+16;28129690,27;1,6144E+16;94538410,82;5298361,727;5,30435E+15;30367401,55;2,75595E+16;9,91;0,589;5,866666667;4,816666667;4,4;;;;5,64;;;6,016666667;4,816666667;4,4;0,994398337;0,984469165;0,987130323;;;;0,9946308;;;0,994237175;0,985164177;0,987130323;198,57;244,806;270,9566667;;;;196,932;;;201,474;244,806;270,9566667;216,168;245,036;265,0566667;;;;216,816;;;221,47;245,036;265,0566667;99,3;98,53333333;98,7;;;;99,52;;;99,4;98,58333333;98,7;800,37;2,104202;2,012193866;2,506964776;1,222493888;1,826502476;3,182322777;1,88247977;1,825806452;;1367,815455;1311,420909;1000,5;1139,787273;1970,760909;1224,554545;1292,360909;1478,021818;;8310;0,976727786;;2,273809524;0,992277992;1,108943089;0,954439252;1,722513089;CENTRO GOIANO;5,416666667;211,472;244,921;268,0066667;228,1965;207,369;244,921;268,0066667;226,145;206,874;;;;;;;;;5,341666667;
Mundo Novo;68409444;1065236;16316763;2,50134E+16;30468781;4,67083E+16;65232038;4244203;6,50632E+15;14202291;2,1772E+16;1,894672262;2,581706777;1,65784629;0,088145148;1,966661187;1,045643629;1,88081401;1,158384507;0,615895299;0,216869659;0,115306276;81566792;1436182,182;21120223,18;1,72463E+16;36607876,18;2,63258E+16;90580660,27;3913611,545;4,39201E+15;17831429,27;1,43661E+16;9,67;0,488;6,05;4,583333333;4,133333333;;;;5,55;;;5,55;4,583333333;4,133333333;0,913033188;0,925555338;0,925565683;;;;0,943653678;;;0,940762168;0,925555338;0,925565683;211,02;246,712;274,0866667;;;;206,878;;;206,168;246,712;274,0866667;233,735;248,794;260,99;;;;219,744;;;220,384;248,794;260,99;91,3;92,63333333;92,3;;;;94,3;;;93,96666667;92,63333333;92,3;918,45;2,171724;1,92000965;2,525612939;2,548396615;1,903811516;;1,531850872;2,049060478;1;1589,609091;1373,851818;1144,208;996,3045455;;887,4372727;1436,317273;1764,807273;642,86;6189;0,961323392;;1,903508772;1,376470588;1,113256113;0,772635815;1,285046729;NOROESTE GOIANO;5,066666667;213,276;247,753;267,5383333;230,5145;222,3775;247,753;267,5383333;235,06525;213,311;;;;;;;;;5,316666667;
São Luiz do Norte;46929248;1016445;12320512;2,8639E+15;1791099;4,1634E+15;43020097;2910208;6,76476E+15;9878387;2,29623E+16;2,897684808;2,565408851;2,198984669;7,419025053;33,63489176;11,34787833;2,963980648;2,102207471;0,709251416;3,447611032;0,116316921;81412056;1561730,909;14593548,91;1,45202E+16;25819022,82;1,59443E+16;79446508,18;4706749,273;1,01672E+16;24891480,73;1,18051E+16;9,4;0,581;;4,616666667;4,2;;;;6,016666667;;;5,82;4,8;4,2;;0,85814134;0,85257132;;;;0,973944505;1;;0,973944505;0,872772323;0,85257132;;258,516;277,2566667;;;;213,978;;;208,7675;264,985;277,2566667;;262,714;289,52;;;;230,198;;;221,5175;266,235;289,52;;86,08333333;86,23333333;;;;97,4;100;;97,4;87,48333333;86,23333333;822,18;1,860846;1,368787413;2,40701193;1,311709993;2,323408693;1,632621626;1,366264706;1,583156286;;1470,409091;1422,744545;1582,054286;1031,223636;1141,457;1157,109091;1341,421818;983,8609091;;4837;1,047649989;;2,216216216;1,224880383;1,077399381;1,193832599;1,314606742;CENTRO GOIANO;5,31;215,1425;265,61;283,3883333;240,37625;;260,615;283,3883333;;222,088;;;;;;;;;;
